Names,Prices
"[None, 'Once Upon A Farm - Smoothies for Kids - Berry Berry, 105 Millilitre', 'Open product description']",['$3.49']
"[None, 'Club House - French Vanilla Imitation Extract, 43 Millilitre', 'Open product description']",['$3.99']
"[None, 'Pg Tips - Tips Decaf Tea, 101 Gram', 'Open product description']",['$6.89']
"[None, 'Glade - Jar Candle Vanilla Cupcake, 1 Each', 'Open product description']",['$9.99']
"[None, 'Caliente Hot Sauce - Habanero, 153 Millilitre', 'Open product description']",['$8.99']
"[None, 'Western Family - Ultra Headache Relief, 80 Each', 'Open product description']",['$9.99']
"[None, 'Vileda - ProMist Max Mop Refill, 1 Each', 'Open product description']",['$15.29']
"[None, 'Blue Diamond - Almond Breeze  - Unsweetened Chocolate w/ Vitamins, 946 Millilitre', 'Open product description']",['$3.49']
"[None, 'Monster - Energy Drink Absolutely Zero, 473 Millilitre', 'Open product description']",['$3.79']
"[None, ""Sharwood's - Thai Red Curry Cooking Sauce, 395 Millilitre"", 'Open product description']",['$4.59']
"[None, 'Glade - Large Jar Candle Invigorating Aqua Waves, 1 Each', 'Open product description']",['$9.99']
"[None, 'Goody - Self Holding Rollers, 31 Each', 'Open product description']",['$11.99']
"[None, 'Western Family - Pasta - Penne Rigate Whole Grain Whole Wheat, 375 Gram', 'Open product description']",['$1.89']
"[None, 'Oasis - Juice Blueberry Pomegranate, 960 Millilitre', 'Open product description']",['$1.39']
"[None, 'Ryvita - Whole Grain Crispbread - Dark Rye, 250 Gram', 'Open product description']",['$3.99']
"[None, 'Simply Organic - Black Peppercorn with Grinder, 75 Gram', 'Open product description']",['$9.24']
"[None, 'Knorr - Parma Rosa Pasta Sauce Mix, 44 Gram', 'Open product description']",['$2.59']
"[None, 'Lindt - Excellence Roasted Almond Dark Chocolate, 100 Gram', 'Open product description']",['$4.99']
"[None, 'Goody - Detangle It Oval & Comb Combo, 3 Each', 'Open product description']",['$9.59']
"[None, 'Lipton - Yellow Label Black Tea, 100 Each', 'Open product description']",['$5.99']
"[None, 'Pepperidge Farm - Goldfish Crackers - Cheese Trio, 200 Gram', 'Open product description']",['$3.69']
"[None, 'Dove - Men+Care Anti-Perspirant Extra Fresh, 76 Gram', 'Open product description']",['$4.99']
"[None, 'Purina Prime - Bones Dog Treats, Venison Antler-Shaped Dog Chews, 275 Gram', 'Open product description']",['$8.99']
"[None, 'Cetaphil - Daily Facial Moisturizer SPF 50, 50 Millilitre', 'Open product description']",['$16.14']
"[None, 'Wholly Veggie - Coconut Cauliflower Full Meal, 325 Gram', 'Open product description']",['$6.99']
"[None, 'Axe - Shower Gel - Apollo, 473 Millilitre', 'Open product description']",['$3.99']
"[None, 'Simply Organic - Parsley, 14 Gram', 'Open product description']",['$5.94']
"[None, 'Verrukill - Duo Wart Skintag Remover, 12 Each', 'Open product description']",['$25.99']
"[None, 'Sundar - Fennel Seed, 200 Gram', 'Open product description']",['$2.12']
"[None, ""Dr. Scholl's - Back Pain Relief for Men Orthotics 8-13, 2 Each"", 'Open product description']",['$18.99']
"[None, 'Genuine Health - Fermented Organic Vegan Protein + Vanilla, 600 Gram', 'Open product description']",['$41.39']
"[None, 'Range Road Meat - Smoked Sausage Texas Chili, 300 Gram', 'Open product description']",['$7.99']
"[None, 'Fleecy - Liquid Fabric Softener Calm, 1.36 Litre', 'Open product description']",['$4.99']
"[None, 'S & Co HOME - Woven Kitchen Towel - Red, 3 Each', 'Open product description']",['$7.99']
"[None, ""Sharwood's - Green Label Major Grey Chutney, 250 Millilitre"", 'Open product description']",['$4.49']
"[None, 'Air Wick - Essential Oils Refills - Magnolia & Cherry Blossom, 2 Each', 'Open product description']",['$8.99']
"[None, ""Kerr's - Candy - Molasses Kisses, 80 Each"", 'Open product description']",['$5.99']
"[None, 'Kotex - U By Kotex Click Tampons Multipack, 30 Each', 'Open product description']",['$7.99']
"[None, ""Patak's - Tandoori Curry Paste, 284 Millilitre"", 'Open product description']",['$3.99']
"[None, 'RX BAR - Protein Bar - Chocolate Chip, 52 Gram', 'Open product description']",['$3.29']
"[None, 'Post - Oreo Os Family Size, 453 Gram', 'Open product description']",['$4.49']
"[None, 'Seasoning - Poultry, Bulk, 100 Gram', 'Open product description']",['$1.39/100g']
"[None, 'Aveeno - Repairing CICA Hand Mask, 1 Each', 'Open product description']",['$4.99']
"[None, 'Hartz - Chew N Clean Twisty Bone Dog Toy, 1 Each', 'Open product description']",['$5.39']
"[None, 'S&Co HOME - Dish Cloth - Red, 8 Each', 'Open product description']",['$7.99']
"[None, ""Campbell's - Soup - Cream Of Broccoli & Cheese, 284 Millilitre"", 'Open product description']",['$2.39']
"[None, 'Melitta - Hazelnut Creme Whole Bean, 907 Gram', 'Open product description']",['$13.99']
"[None, 'Cholula - Sweet Habanero Sauce, 150 Millilitre', 'Open product description']",['$6.39']
"[None, 'Axe - Hair - Black 2 in 1 Shampoo, 473 Millilitre', 'Open product description']",['$3.99']
"[None, 'Revlon - Love Collection Slant & Point Tweezers Travel Set, 2 Each', 'Open product description']",['$9.34']
"[None, 'Maxwell House - Coffee K-Cups Decaf, 12 Each', 'Open product description']",['$5.99']
"[None, 'Disney - Princess Sea Styles Ariel, 1 Each', 'Open product description']",['$14.99']
"[None, 'All Clean Natural - All Clean Natural Disinfecting Wipes, 90 Each', 'Open product description']",['$1.99']
"[None, 'Western Family - Veggie Strawberry Banana Juice, 200 Millilitre', 'Open product description']",['$1.54']
"[None, ""Bulldog - Men's Face Wash - Original, 150 Millilitre"", 'Open product description']",['$9.74']
"[None, 'Gold Seal - Wild Smoked Mackerel Peppered, 110 Gram', 'Open product description']",['$3.99']
"[None, 'AHA - XG AHA Peach Honey, 1 Litre', 'Open product description']",['$1.59']
"[None, 'Axe - Body Spray - Kilo, 113 Gram', 'Open product description']",['$3.99']
"[None, 'Kohinoor - Butter Chicken, 375 Gram', 'Open product description']",['$3.99']
"[None, 'Tide - Liquid Laundry Detergent, April Fresh, 4.55 Litre', 'Open product description']",['$21.99']
"[None, 'Old Dutch - Potato Chips - All Dressed, 40 Gram', 'Open product description']",['$0.80']
"[None, 'Tega - Organic Tea - Pure Red Rooibos Caffeine Free, 16 Each', 'Open product description']",['$6.49']
"[None, 'Colgate - 360 Degree Charcoal Sonic Power Toothbrush, 1 Each', 'Open product description']",['$8.99']
"[None, 'Breyers - Family Classic - Frozen Dessert - Neapolitan, 1.66 Litre', 'Open product description']",['$5.49']
"[None, 'Vim - Cream Cleaner - Lemon Scent, 500 Millilitre', 'Open product description']",['$4.29']
"[None, 'Pumpkin Master - All in One Pumpkin Carving Kit, 1 Each', 'Open product description']",['$6.99']
"[None, 'Quaker - Veggie Crispy Minis - Parmesan Roasted Garlic, 90 Gram', 'Open product description']",['$2.49']
"[None, 'Olay - Gentle Clean Wet Cleansing Cloths Sensitve, 30 Each', 'Open product description']",['$6.99']
"[None, 'CHRISTIE - OREO Cookies - Chocolate Peanut Butter Pie, 482 Gram', 'Open product description']",['$5.49']
"[None, 'Western Family - Black Bean Cooking & Dipping Sauce, 350 Millilitre', 'Open product description']",['$2.29']
"[None, 'Christie - Triscuit Crackers - Avocado, Cilantro & Lime, 200 Gram', 'Open product description']",['$3.49']
"[None, 'Scrubbing Bubbles - Bathroom Cleaner, 946 Millilitre', 'Open product description']",['$5.99']
"[None, 'Magnum - Frozen Dessert - Non-Dairy Classic, 3 Each', 'Open product description']",['$5.99']
"[None, 'Axe - Deodorant Body Spray - Ice Chill, 113 Gram', 'Open product description']",['$3.99']
"[None, 'Janes - Pub Style Chicken Nuggets, 700 Gram', 'Open product description']",['$14.99']
"[None, 'Friskies - Shredded Cat Food Chicken & Salmon Dinner Gravy, 156 Gram', 'Open product description']",['$0.99']
"[None, 'Secret - Invisible Solid Antiperspirant - Cocoa Butter, 45 Gram', 'Open product description']",['$3.99']
"[None, 'Vim - Cream Cleaner with Bleach, 500 Millilitre', 'Open product description']",['$4.29']
"[None, 'Wet Brush - Shine Enhance - Care, 1 Each', 'Open product description']",['$10.39']
"[None, 'Hartz - CatTraction Gator Scratch Cat Toy, 1 Each', 'Open product description']",['$8.99']
"[None, 'Goody - Toni Barrettes, 8 Each', 'Open product description']",['$5.59']
"[None, 'Lipton - XG LIPTON BRISK BIG SLAM, 1 Litre', 'Open product description']",['$2.79']
"[None, 'Beyond - Wet Cat Food - Chicken & Sweet Potato Recipe Pate, 85 Gram', 'Open product description']",['$1.69']
"[None, 'Dove - Anti-Perspirant - Powder, 74 Gram', 'Open product description']",['$4.99']
"[None, 'Tootsie Roll - Snack Bar - Family Pack, 80 Each', 'Open product description']",['$11.99']
"[None, ""Nando's - Peri Peri Sauce - Lemon & Herb Extra Mild, 250 Millilitre"", 'Open product description']",['$4.99']
"[None, ""Campbell's - Hearty Beef Vegetable Soup, 540 Millilitre"", 'Open product description']",['$3.69']
"[None, 'Twinkle - Sprinkles - Party Fun Deco, 120 Gram', 'Open product description']",['$5.22']
"[None, 'Candle Lite - Candle Jar Sunlit Mandarin Berry, 1 Each', 'Open product description']",['$7.49']
"[None, 'Righteous - Dairy Free Peanut Butter & Jam Gelato, 562 Millilitre', 'Open product description']",['$6.99']
"[None, 'Gerber - Arrowroot Biscuits, 155 Gram', 'Open product description']",['$3.29']
"[None, 'Clif - Mini Chocolate Chip, 10 Each', 'Open product description']",['$8.99']
"[None, 'Western Family - Turkish Delight Ground Coffee, 225 Gram', 'Open product description']",['$6.99']
"[None, 'Western Family - Swiss Water Decaffeinated Ground Coffee, 326 Gram', 'Open product description']",['$5.99']
"[None, 'Kit Kat - Chunky Minis Cello, 170 Gram', 'Open product description']",['$3.99']
"[None, ""Maybelline - Volum'Express The Falsies Mascara - Blackest Black, 1 Each"", 'Open product description']",['$7.99']
"[None, ""Perrier - Sparkling Water- Slim Can L'Orange, 10 Each"", 'Open product description']",['$7.99']
"[None, 'Simply Organic - Turmeric Powder, 67 Gram', 'Open product description']",['$5.64']
"[None, 'Softsoap - Bodywash - Vanilla &Jojoba, 591 Millilitre', 'Open product description']",['$3.99']
"[None, 'Vega - Maca Vegicaps 750mg, 120 Each', 'Open product description']",['$32.99']
"[None, ""Patak's - Butter Chicken Cooking Sauce for 2, 200 Millilitre"", 'Open product description']",['$1.99']
"[None, 'Chillies - Crushed, Bulk, 100 Gram', 'Open product description']",['$1.39/100g']
"[None, 'Western Family - Spicy Butter Chicken Cooking Sauce, 350 Millilitre', 'Open product description']",['$2.29']
"[None, 'Neutrogena - Rapid Clear Spot Gel, 15 Millilitre', 'Open product description']",['$8.99']
"[None, 'Knorr Sidekicks - Three Cheese Pasta, 133 Gram', 'Open product description']",['$1.99']
"[None, 'Softsoap - Bodywash - Juicy Pomegrante & Mango, 591 Millilitre', 'Open product description']",['$3.99']
"[None, 'Silk - Almond Milk -Dark Chocolate Drink, 6 Each', 'Open product description']",['$9.99']
"[None, 'Reduce - To Go Straw Assorted Color, 1 Each', 'Open product description']",['$8.99']
"[None, 'Wedderspoon - Manuka Honey Drops - Lemon, 120 Gram', 'Open product description']",['$9.99']
"[None, 'Sundar - Brown Mustard Seed, 200 Gram', 'Open product description']",['$1.69']
"[None, 'Scrubbing Bubbles - Mega Shower Foamer, 567 Gram', 'Open product description']",['$5.49']
"[None, 'Ensure - Regular Meal Replacement Chocolate, 6 Each', 'Open product description']",['$8.99']
"[None, 'Western Family - Dog Treats - Premium Health Bones Berry Small, 215 Gram', 'Open product description']",['$6.99']
"[None, 'Old Spice - High Endurance - Fresh, 85 Gram', 'Open product description']",['$3.99']
"[None, 'Revlon - Compact Emery File, 1 Each', 'Open product description']",['$4.24']
"[None, 'U by Kotex - Barely There Liners, 50 Each', 'Open product description']",['$5.99']
"[None, ""Campbell's - Soup - Cream Of Broccoli Low Fat, 284 Millilitre"", 'Open product description']",['$2.49']
"[None, 'Endangered Species - Oat Milk + Dark Chocolate-Zebra, 85 Gram', 'Open product description']",['$4.99']
"[None, 'Stayfree - Ultra Thin Pads With Wings - Regular, 36 Each', 'Open product description']",['$7.99']
"[None, 'Nestle Butterfinger - Butterfinger Single, 54 Gram', 'Open product description']",['$1.59']
"[None, 'Cetaphil - Gentle Skin Cleansing Cloths, 25 Each', 'Open product description']",['$10.19']
"[None, ""Snyder's of Hanover - Pretzel Pieces - Hot Buffalo Wing, 240 Gram"", 'Open product description']",['$3.99']
"[None, 'Coopers - Classic Dark Ale Beer Kit, 1.7 Kilogram', 'Open product description']",['$16.99']
"[None, ""Campbell's - Pho Broth, 900 Millilitre"", 'Open product description']",['$3.59']
"[None, 'Cashmere - Ultra Double Roll, 12 Each', 'Open product description']",['$6.99']
"[None, 'Goody - Headband, 1 Each', 'Open product description']",['$5.59']
"[None, 'Gear Halo - Fabric Face Mask - Neutral Grey, 1 Each', 'Open product description']",['$6.50']
"[None, 'Sundar - Chilli Powder, 400 Gram', 'Open product description']",['$2.97']
"[None, 'Friskies - Extra Gravy Trky In Savoury Gravy, 156 Gram', 'Open product description']",['$0.99']
"[None, 'Woodridge - Sticky Rice Chips Seawood GF, 80 Gram', 'Open product description']",['$3.99']
"[None, 'Goody - Itty Bitty Brush, 1 Each', 'Open product description']",['$3.19']
"[None, 'Excel - Peppermint Gum, 4 Each', 'Open product description']",['$4.49']
"[None, 'Goody - Mini Claw Clips - Black, 12 Each', 'Open product description']",['$3.99']
"[None, 'Minute Maid - Minute Maid Fruit Punch, 1 Litre', 'Open product description']",['$2.69']
"[None, 'Polident - Fresh Cleanse Denture Cleanser, 125 Millilitre', 'Open product description']",['$9.79']
"[None, 'Renew Life - Boulardii Max Probiotic Capsules, 30 Each', 'Open product description']",['$19.79']
"[None, ""m&m's - Peanut Tablet with Minis, 110 Gram"", 'Open product description']",['$3.49']
"[None, 'Kelloggs - Vector Maple, 306 Gram', 'Open product description']",['$5.79']
"[None, 'Branston - Pickle Original, 520 Gram', 'Open product description']",['$7.89']
"[None, 'Nabob - Bold Ground Dark Roast Coffee - Midnight Eclipse, 300 Gram', 'Open product description']",['$5.99']
"[None, 'Scrubbing Bubbles - Bathroom Cleaner With Bleach, 946 Millilitre', 'Open product description']",['$4.89']
"[None, 'Ensure - Plus Calories Meal Replacement Butter Pecan, 6 Each', 'Open product description']",['$8.99']
"[None, 'Larabar - Energy Bar - Mint Chocolate Chip Special Edition, 45 Gram', 'Open product description']",['$2.19']
"[None, 'Sundar - Coriander Seed Whole, 300 Gram', 'Open product description']",['$2.54']
"[None, 'Sundar - Flax Seeds, 400 Gram', 'Open product description']",['$2.12']
"[None, 'Cheerios - Oat Crunch, 516 Gram', 'Open product description']",['$4.99']
"[None, 'Fancy Feast - Cat Food - Chicken Feast in Gravy, 85 Gram', 'Open product description']",['$0.99']
"[None, 'Tim Hortons - Iced Capp - Original, 340 Millilitre', 'Open product description']",['$3.99']
"[None, 'Lavazza - Qualita Oro Ground Coffee, 250 Gram', 'Open product description']",['$6.99']
"[None, 'Western Family - Fruit Juice - 100% Grape, 1 Litre', 'Open product description']",['$1.19']
"[None, 'Lysol - Disinfectant Spray - Spring Waterfall, 350 Gram', 'Open product description']",['$5.99']
"[None, 'Revlon - Precision Eyelash Curler, 1 Each', 'Open product description']",['$5.69']
"[None, 'Lion & Globe - Peanut Oil, 1 Litre', 'Open product description']",['$10.99']
"[None, 'Pepperidge Farm - Goldfish Colours Crackers Cheddar, 180 Gram', 'Open product description']",['$3.69']
"[None, 'Canada Dry - Ginger Ale, 20 Each', 'Open product description']",['$7.49']
"[None, 'Pearl Milling Company - Buttermilk Pancake Mix, 905 Gram', 'Open product description']",['$2.99']
"[None, ""Annie's - Bunny Grahams Chocolate Flavoured, 213 Gram"", 'Open product description']",['$4.39']
"[None, 'Goody - Kiddie Contonur Clip with Flowers, 8 Each', 'Open product description']",['$4.79']
"[None, 'Old Spice - Pure Sport, 85 Gram', 'Open product description']",['$3.99']
"[None, 'Leclerc - Celebration Cookies - Dark Chocolate 45% Cocoa, 240 Gram', 'Open product description']",['$3.99']
"[None, 'Candle Lite - Candle Jar Sweet Pear Lily, 1 Each', 'Open product description']",['$2.99']
"[None, 'Gillette - Sensor2 Disposable Razor, 12 Each', 'Open product description']",['$9.99']
"[None, 'Thyme - Leaves Dried, Bulk, 100 Gram', 'Open product description']",['$1.39/100g']
"[None, 'Goody - Thin Pattern Headbands, 4 Each', 'Open product description']",['$4.79']
"[None, 'Element - Rice Cakes - Organic Dark Chocolate, 100 Gram', 'Open product description']",['$5.99']
"[None, 'Sensodyne - Multi Action Clean Mint Toothpaste, 100 Millilitre', 'Open product description']",['$4.49']
"[None, 'Silk - Almond Milk -  Dark Chocolate, 946 Millilitre', 'Open product description']",['$2.99']
"[None, 'Arizona - Iced Tea with Lemon Flavour, 960 Millilitre', 'Open product description']",['$1.39']
"[None, 'Ferrero - Rocher Chocolates T 24, 24 Each', 'Open product description']",['$12.99']
"[None, 'Cetaphil - DermaControl Oil Control Foam Wash, 236 Millilitre', 'Open product description']",['$16.99']
"[None, 'Disney - Big Hero 6 Chibi Figure, 2 Each', 'Open product description']",['$1.99']
"[None, 'Tazo - Herbal Refresh Mint Tea, 20 Each', 'Open product description']",['$4.99']
"[None, 'Ivory - Bar Soap - Original, 3 Each', 'Open product description']",['$1.99']
"[None, ""Kellogg's - Eggo Waffes Mickey Original, 8 Each"", 'Open product description']",['$3.99']
"[None, 'COCA COLA - Energy Cherry, 310 Millilitre', 'Open product description']",['$3.29']
"[None, ""Patak's - Tikka Masala Cooking Sauce for 2, 200 Millilitre"", 'Open product description']",['$1.99']
"[None, 'Kamill - Hand Cream - Original, 250 Millilitre', 'Open product description']",['$6.99']
"[None, 'Simply Organic - Red Crushed Pepper, 68 Gram', 'Open product description']",['$6.74']
"[None, 'Goody - Smart Classics - Oval Cushion Brush, 1 Each', 'Open product description']",['$5.59']
"[None, 'Dove - Men+Care Anti-Perspirant - Cool Silver, 85 Gram', 'Open product description']",['$4.99']
"[None, 'Delissio - Singles All Dressed Pizza, 392 Gram', 'Open product description']",['$3.99']
"[None, ""Justin's - Almond Butter - Maple, 454 Gram"", 'Open product description']",['$8.00']
"[None, 'Primal Kitchen - Avocado Oil Dressing - Vegan Ranch, 237 Millilitre', 'Open product description']",['$8.99']
"[None, 'Fancy Feast - Cat Food Tuna Feast - Grilled, 85 Gram', 'Open product description']",['$0.99']
"[None, 'Sweet Basil - Leaves, Bulk, 100 Gram', 'Open product description']",['$0.97/100g']
"[None, 'Palmolive - Soft Touch Dish Soap Coconut Butter & Orchid, 591 Millilitre', 'Open product description']",['$3.99']
"[None, 'Goody - Tangle Fix Child Brush, 1 Each', 'Open product description']",['$8.79']
"[None, ""Kellogg's - Mini Wheats Cereal - Original, 1.2 Kilogram"", 'Open product description']",['$7.99']
"[None, 'Hungry Man - XL Bowls - Spicy Chicken Queso Burrito Bowl, 386 Gram', 'Open product description']",['$4.49']
"[None, ""Dr. Scholl's - Knee Pain Relief Orthotics Women's 6-10, 2 Each"", 'Open product description']",['$18.99']
"[None, 'Western Family - Green Glass Cleaner Unscented, 950 Millilitre', 'Open product description']",['$4.39']
"[None, 'Crush - Rainbow Pack, 24 Each', 'Open product description']",['$8.49']
"[None, 'Western Family - Dulche de Leche Ice Cream, 500 Millilitre', 'Open product description']",['$5.99']
"[None, 'Bo & Marrow - Bone Broth - Classic Chicken, 591 Millilitre', 'Open product description']",['$11.49']
"[None, 'Simply 7 - Kale Chips - Sea Salt, 100 Gram', 'Open product description']",['$3.99']
"[None, 'Revlon - Tweezer Slant Tip, 1 Each', 'Open product description']",['$5.69']
"[None, 'Old Dutch - Bar-B-Q Corn Chips, 60 Gram', 'Open product description']",['$0.80']
"[None, 'U by Kotex - Security Maxi Pads Long Super, 44 Each', 'Open product description']",['$7.99']
"[None, 'Revlon - Nail Clip, 1 Each', 'Open product description']",['$4.24']
"[None, 'Bisto - Beef Instant Gravy, 170 Gram', 'Open product description']",['$3.79']
"[None, ""Annie's - Cheddar Squares, 213 Gram"", 'Open product description']",['$4.49']
"[None, 'Philips - Sonicare DailyClean 1100, 1 Each', 'Open product description']",['$26.99']
"[None, 'Sisu - Kids Mini Vits Natural Orange Flavour, 90 Each', 'Open product description']",['$23.79']
"[None, 'Live Clean - Clean Air Volumizing Shampoo, 350 Millilitre', 'Open product description']",['$5.99']
"[None, 'Pepper - Black Coarse, Bulk, 100 Gram', 'Open product description']",['$2.09/100g']
"[None, 'Silk - Oat Yogurt Plain, 640 Gram', 'Open product description']",['$5.99']
"[None, 'Axe - Deodorant Wild, 85 Gram', 'Open product description']",['$3.99']
"[None, 'Delectables - Bisque Lickable Treats - Tuna/Chicken, 6 Each', 'Open product description']",['$6.49']
"[None, 'Voortman - Chocolate Chip Cookies, 350 Gram', 'Open product description']",['$3.59']
"[None, 'Pickling - Spice, Bulk, 100 Gram', 'Open product description']",['$0.97/100g']
"[None, 'Palmolive - Ultra Dish Liquid - Passion Fruit & Mandarin, 591 Millilitre', 'Open product description']",['$3.99']
"[None, 'SunRype - 100% Juice Mango, 900 Millilitre', 'Open product description']",['$2.39']
"[None, 'Walkers - Treacle Toffee, 150 Gram', 'Open product description']",['$3.79']
"[None, 'Neutrogena - Hydro Boost Hydrating Cleansing Gel, 160 Millilitre', 'Open product description']",['$9.74']
"[None, 'Sundar - Garlic Powder, 200 Gram', 'Open product description']",['$1.69']
"[None, 'Pumpkin - Carving Squash, Large, 1 Each', 'Open product description']",['$3.49']
"[None, 'Western Family - Bodyzone Easy Grip Diagonal Tweezer, 1 Each', 'Open product description']",['$2.99']
"[None, 'Gain - Liquid Pods - Flings Blissful Breeze, 81 Each', 'Open product description']",['$21.99']
"[None, 'Goody - Vent Brush & Detangling Comb, Value Pack, 2 Each', 'Open product description']",['$4.79']
"[None, 'Breyers - Breyers Classic Chocolate GF, 1.66 Litre', 'Open product description']",['$5.49']
"[None, 'Neutrogena - Moisture Oil Free Combination Skin, 118 Millilitre', 'Open product description']",['$12.59']
"[None, 'GOGO Quinoa - Mac & Vegan Cheese, 170 Gram', 'Open product description']",['$3.29']
"[None, 'Wedderspoon - Manuka Honey Drops - Ginger, 120 Gram', 'Open product description']",['$9.99']
"[None, 'Tim Hortons - Iced Capp - Vanilla, 340 Millilitre', 'Open product description']",['$3.99']
"[None, 'Go Pure - Oat Bar Apple & Cinnamon, 160 Gram', 'Open product description']",['$3.59']
"[None, 'Twinings - Herbal Tea Variety Pack, 20 Each', 'Open product description']",['$5.69']
"[None, 'Nestle - Aero Peppermint Bubbles, 135 Gram', 'Open product description']",['$3.99']
"[None, ""Nature's Path - Organic Hot Oatmeal  - Maple Nut, 8 Each"", 'Open product description']",['$4.19']
"[None, 'Knorr Sidekicks - Harvest Chicken Rice & Vermicelli, 133 Gram', 'Open product description']",['$1.99']
"[None, 'Neutrogena - Sunscreen - Ultra Sheer Dry Touch SPF45, 147 Milligram', 'Open product description']",['$16.49']
"[None, 'Bubba - Trailblazer Licorice Thermos, 1 Each', 'Open product description']",['$26.99']
"[None, 'Hydra Sense - Baby Nasal Care Ultra Gentle Mist, 100 Millilitre', 'Open product description']",['$11.99']
"[None, 'Leclerc - Celebration Butter Cookies - Raspberry Truffle, 240 Gram', 'Open product description']",['$3.99']
"[None, 'Twinings - English Breakfast Decaffeinated Tea, 20 Each', 'Open product description']",['$5.69']
"[None, ""Patak's - Hot Curry Paste, 284 Millilitre"", 'Open product description']",['$3.99']
"[None, 'Betty Crocker - Mug Cake Rainbow Bit, 294 Gram', 'Open product description']",['$4.49']
"[None, 'VH - Honey Sriracha - Hot, 341 Millilitre', 'Open product description']",['$3.69']
"[None, 'Vim - Disinfectant Sanitizer Wipes Canister, 75 Each', 'Open product description']",['$5.99']
"[None, 'Purex - Liquid Laundry Detergent -  HE Cold Water, 2.95 Litre', 'Open product description']",['$7.99']
"[None, 'Tim Hortons - Whole Bean Coffee Original, 300 Gram', 'Open product description']",['$7.99']
"[None, 'Irish Spring - Body Wash - 5 in 1, 18 Ounce', 'Open product description']",['$3.99']
"[None, 'Evercare - Giant Comfort Grip Lint Roller Refill Sheets - Pet, 1 Each', 'Open product description']",['$6.49']
"[None, 'Liberte - Mediterranee Plain Yogurt, 900 Gram', 'Open product description']",['$4.99']
"[None, 'Bioitalia - Organic Puree,Apple Kiwi Spinach, 120 Gram', 'Open product description']",['$1.99']
"[None, 'Palmolive - Ultra Strength Dish Soap - Original Scent, 591 Millilitre', 'Open product description']",['$3.99']
"[None, 'Babybel - Mini Rolls, 102 Gram', 'Open product description']",['$3.99']
"[None, 'Bag To Earth - Food Compost Waste Bags - Small, 10 Each', 'Open product description']",['$8.19']
"[None, 'Drizzle Honey - Golden Raw Honey, 375 Gram', 'Open product description']",['$5.75']
"[None, 'Goody - Oouchless Elastics, 62 Each', 'Open product description']",['$6.39']
"[None, 'Nabati - Dairy-Free Chocolate Cheesecake, 200 Gram', 'Open product description']",['$7.99']
"[None, 'Neutrogena - All-in-One Makeup Removing Cleansing Wipes - 20 Pk, 20 Each', 'Open product description']",['$9.74']
"[None, 'Scrubbing Bubbles - Bathroom Foam Cleaner - Citrus, 623 Gram', 'Open product description']",['$5.49']
"[None, 'Clif - Whey Protein Bar - Salted Caramel Cashew, 56 Gram', 'Open product description']",['$2.99']
"[None, 'o.b. - Multi Pack Tampons, 40 Each', 'Open product description']",['$7.99']
"[None, ""Campbell's - Onion Soup, 284 Millilitre"", 'Open product description']",['$2.39']
"[None, ""Annies Homegrown - Organic Honey Nut O's Cereal, 235 Gram"", 'Open product description']",['$4.99']
"[None, 'Kraft - Olive Oil Extra Virgin Salad Dressing - Greek Feta, 475 Millilitre', 'Open product description']",['$3.79']
"[None, 'Hershey - Assorted Chocolate Candy 50 Count, 567 Gram', 'Open product description']",['$9.99']
"[None, 'Classico - Di Firenze - Florentine Spinach & Cheese Sauce, 650 Millilitre', 'Open product description']",['$3.49']
"[None, 'VH - Sauces - Mango Curry Sauce, 341 Millilitre', 'Open product description']",['$3.69']
"[None, 'Kashi - Organic Autumn Wheat Cereal, 460 Gram', 'Open product description']",['$6.59']
"[None, 'Bioitalia - Organic Puree,Apple Strawberry, 120 Gram', 'Open product description']",['$1.99']
"[None, 'Perrier - Lemon Natural Carbonated Spring Water, 1 Litre', 'Open product description']",['$1.79']
"[None, 'Algemarin - Relaxing Foam Bath - Original, 500 Millilitre', 'Open product description']",['$13.99']
"[None, 'Western Family - Four Berry Jam, 500 Millilitre', 'Open product description']",['$3.29']
"[None, 'Candle Lite - Candle Jar Fresh Lavander Breeze, 1 Each', 'Open product description']",['$2.99']
"[None, 'Tim Hortons - Coffee Pods - Espresso Single Serve, 12 Each', 'Open product description']",['$9.99']
"[None, 'Goody - Slide Proof Headwrap, 4 Each', 'Open product description']",['$5.99']
"[None, 'S&Co HOME - Kitchen Towel - Grey, 3 Each', 'Open product description']",['$7.99']
"[None, 'Western Family - Sparkling Water - Cran Fizz, 1 Litre', 'Open product description']",['$0.88']
"[None, 'Salus Haus - Floradix Kindervital Multi Vitamin, 250 Millilitre', 'Open product description']",['$26.09']
"[None, 'Goody - Bottle Kit, 4 Each', 'Open product description']",['$3.59']
"[None, 'Fortnite - Loot Plush S2 Llamacorn, 1 Each', 'Open product description']",['$4.99']
"[None, 'Oasis - Classic 100% Juice - Peach Mango, 960 Millilitre', 'Open product description']",['$1.39']
"[None, 'Pharmasystems - P/S Ear Plugs Quiet Foam Tan, 24 Each', 'Open product description']",['$10.99']
"[None, ""Campbell's - Soup - Cream of Chicken No Salt Added, 284 Millilitre"", 'Open product description']",['$2.39']
"[None, 'Goody - Wave Sectioning Grooming Clips, 6 Each', 'Open product description']",['$4.79']
"[None, 'Goody - Snap Clips - Brunette, 6 Each', 'Open product description']",['$3.99']
"[None, 'Mezzetta - Three Cheese Pasta Sauce, 709 Millilitre', 'Open product description']",['$5.99']
